Time_Index,Demand_MW_MG,Demand_MW_SP,Demand_MW_GO,Demand_MW_RJ,Demand_MW_ES,Demand_MW_RO,Demand_MW_MS,Demand_MW_MT,Demand_MW_AC,Demand_MW_DF,Demand_MW_PA,Demand_MW_TO,Demand_MW_MA,Demand_MW_AP,Demand_MW_AM,Demand_MW_RR,Demand_MW_SC,Demand_MW_PR,Demand_MW_RS,Demand_MW_PI,Demand_MW_CE,Demand_MW_RN,Demand_MW_PB,Demand_MW_PE,Demand_MW_AL,Demand_MW_SE,Demand_MW_BA,Demand_MW_ARG,Demand_MW_URY,Demand_MW_VEN,Demand_MW_PRY
478,8917.14,18893.39,2963.42,6686.24,1652.74,626.31,1079.26,1415.32,256.72,1054.44,2032.28,449.58,1910.96,155.12,764.82,124.25,2836.56,4452.32,4463.13,726.56,2082.55,824.47,926.15,2098.44,647.53,513.18,3421.12,0.0,0.0,0.0,0.0
479,8925.53,18911.18,2966.21,6692.54,1654.3,626.9,1080.28,1416.66,256.97,1055.44,2053.96,454.37,1931.35,156.78,772.97,125.57,2817.49,4422.39,4433.12,726.75,2083.1,824.69,926.4,2099.0,647.7,513.32,3422.04,0.0,0.0,0.0,0.0
480,8679.18,18389.22,2884.34,6507.82,1608.64,609.6,1050.46,1377.56,249.87,1026.31,2087.23,461.73,1962.63,159.32,785.49,127.6,2694.87,4229.93,4240.2,726.69,2082.92,824.62,926.31,2098.81,647.65,513.27,3421.73,0.0,0.0,0.0,0.0
481,8292.97,17570.92,2755.99,6218.23,1537.05,582.47,1003.72,1316.26,238.75,980.64,2083.86,460.99,1959.46,159.06,784.23,127.4,2536.54,3981.4,3991.06,711.69,2039.93,807.6,907.2,2055.5,634.28,502.68,3351.12,0.0,0.0,0.0,0.0
482,7932.35,16806.85,2636.15,5947.83,1470.22,557.14,960.07,1259.02,228.37,937.99,2057.33,455.12,1934.51,157.03,774.24,125.78,2409.34,3781.74,3790.92,690.36,1978.79,783.39,880.01,1993.89,615.27,487.61,3250.68,0.0,0.0,0.0,0.0
483,7678.63,16269.27,2551.83,5757.58,1423.19,539.32,929.36,1218.75,221.07,907.99,2022.56,447.43,1901.82,154.38,761.16,123.65,2345.13,3680.97,3689.9,673.36,1930.06,764.1,858.33,1944.79,600.12,475.61,3170.63,0.0,0.0,0.0,0.0
484,7555.97,16009.38,2511.07,5665.61,1400.46,530.71,914.52,1199.28,217.54,893.49,1982.94,438.66,1864.57,151.36,746.25,121.23,2317.37,3637.4,3646.23,661.6,1896.34,750.75,843.34,1910.81,589.63,467.3,3115.23,0.0,0.0,0.0,0.0
485,7530.98,15956.44,2502.76,5646.88,1395.82,528.95,911.49,1195.31,216.82,890.53,1964.25,434.53,1846.99,149.93,739.21,120.09,2316.17,3635.5,3644.33,652.35,1869.85,740.26,831.56,1884.11,581.4,460.77,3071.71,0.0,0.0,0.0,0.0
486,7673.72,16258.86,2550.2,5753.9,1422.28,538.98,928.77,1217.97,220.93,907.41,1919.77,424.69,1805.17,146.53,722.47,117.37,2414.89,3790.46,3799.66,650.54,1864.66,738.21,829.25,1878.89,579.78,459.49,3063.18,0.0,0.0,0.0,0.0
487,7965.32,16876.71,2647.11,5972.55,1476.33,559.46,964.06,1264.25,229.32,941.89,1906.69,421.79,1792.87,145.54,717.55,116.57,2605.33,4089.37,4099.3,619.52,1775.72,703.0,789.7,1789.27,552.13,437.57,2917.09,0.0,0.0,0.0,0.0
488,8372.01,17738.4,2782.26,6277.5,1551.7,588.02,1013.29,1328.8,241.03,989.98,1814.36,401.37,1706.05,138.49,682.81,110.92,2859.97,4489.07,4499.96,609.95,1748.3,692.14,777.5,1761.64,543.6,430.82,2872.04,0.0,0.0,0.0,0.0
489,9107.38,19296.47,3026.64,6828.89,1688.0,639.67,1102.29,1445.52,262.2,1076.94,1825.2,403.77,1716.24,139.32,686.88,111.59,3231.44,5072.13,5084.44,667.87,1914.31,757.87,851.33,1928.92,595.22,471.73,3144.75,0.0,0.0,0.0,0.0
490,9634.89,20414.15,3201.95,7224.43,1785.77,676.72,1166.13,1529.25,277.39,1139.32,1933.98,427.83,1818.52,147.62,727.82,118.24,3418.01,5364.98,5378.01,733.35,2102.0,832.17,934.8,2118.04,653.58,517.98,3453.08,0.0,0.0,0.0,0.0
491,9974.83,21134.39,3314.92,7479.32,1848.78,700.6,1207.28,1583.2,287.17,1179.52,2022.56,447.43,1901.82,154.38,761.16,123.65,3551.97,5575.25,5588.78,763.08,2187.23,865.91,972.7,2203.92,680.08,538.98,3593.09,0.0,0.0,0.0,0.0
492,10001.24,21190.36,3323.7,7499.12,1853.67,702.45,1210.47,1587.39,287.94,1182.64,2014.34,445.61,1894.09,153.75,758.06,123.15,3591.07,5636.62,5650.31,776.85,2226.69,881.54,990.25,2243.69,692.35,548.7,3657.92,0.0,0.0,0.0,0.0
493,10023.56,21237.66,3331.12,7515.86,1857.81,704.02,1213.18,1590.94,288.58,1185.28,1983.69,438.83,1865.27,151.41,746.53,121.27,3395.57,5329.75,5342.69,774.4,2219.65,878.75,987.12,2236.59,690.16,546.97,3646.36,0.0,0.0,0.0,0.0
494,10379.88,21992.61,3449.53,7783.03,1923.85,729.05,1256.3,1647.49,298.84,1227.41,1945.56,430.39,1829.42,148.5,732.18,118.94,3657.93,5741.56,5755.5,759.01,2175.56,861.29,967.51,2192.16,676.45,536.1,3573.92,0.0,0.0,0.0,0.0
495,10598.59,22456.0,3522.22,7947.02,1964.39,744.41,1282.77,1682.2,305.13,1253.27,2015.46,445.85,1895.14,153.84,758.49,123.22,3803.48,5970.01,5984.51,782.35,2242.44,887.77,997.26,2259.56,697.25,552.58,3683.79,0.0,0.0,0.0,0.0
496,10658.79,22583.56,3542.22,7992.17,1975.55,748.64,1290.06,1691.76,306.87,1260.39,2052.09,453.96,1929.59,156.63,772.27,125.46,3820.37,5996.53,6011.09,802.77,2300.99,910.95,1023.29,2318.55,715.45,567.01,3779.98,0.0,0.0,0.0,0.0
497,10511.55,22271.6,3493.29,7881.76,1948.26,738.3,1272.24,1668.39,302.63,1242.98,2036.39,450.48,1914.83,155.44,766.36,124.5,3796.72,5959.41,5973.87,795.99,2281.54,903.25,1014.64,2298.95,709.4,562.22,3748.02,0.0,0.0,0.0,0.0
498,9894.76,20964.74,3288.31,7419.28,1833.94,694.97,1197.59,1570.49,284.87,1170.05,2004.62,443.46,1884.95,153.01,754.41,122.55,3566.94,5598.74,5612.33,765.86,2195.2,869.07,976.25,2211.95,682.56,540.94,3606.18,0.0,0.0,0.0,0.0
499,9214.07,19522.52,3062.1,6908.89,1707.77,647.17,1115.2,1462.45,265.27,1089.56,1930.99,427.17,1815.71,147.39,726.69,118.05,3255.81,5110.39,5122.8,686.81,1968.6,779.36,875.47,1983.62,612.1,485.1,3233.94,0.0,0.0,0.0,0.0
500,9004.38,19078.23,2992.41,6751.65,1668.91,632.44,1089.82,1429.17,259.24,1064.76,1911.55,422.87,1797.43,145.91,719.38,116.86,3059.1,4801.62,4813.28,701.8,2011.58,796.38,894.59,2026.94,625.47,495.7,3304.55,0.0,0.0,0.0,0.0
501,9683.02,20516.11,3217.94,7260.51,1794.69,680.1,1171.96,1536.88,278.77,1145.01,1983.69,438.83,1865.27,151.41,746.53,121.27,3249.54,5100.54,5112.92,724.94,2077.91,822.64,924.09,2093.77,646.09,512.04,3413.51,0.0,0.0,0.0,0.0
502,9990.8,21168.24,3320.23,7491.29,1851.74,701.72,1209.21,1585.73,287.63,1181.4,2024.06,447.76,1903.23,154.49,761.72,123.74,3459.05,5429.39,5442.57,721.45,2067.91,818.67,919.64,2083.69,642.98,509.57,3397.08,0.0,0.0,0.0,0.0
503,10023.97,21238.52,3331.25,7516.17,1857.89,704.05,1213.23,1591.0,288.59,1185.33,2068.54,457.6,1945.05,157.89,778.46,126.46,3488.97,5476.37,5489.66,776.59,2225.95,881.24,989.92,2242.94,692.12,548.52,3656.71,0.0,0.0,0.0,0.0
504,9675.85,20500.92,3215.56,7255.14,1793.36,679.6,1171.09,1535.75,278.57,1144.16,2107.41,466.2,1981.61,160.86,793.09,128.84,3355.02,5266.1,5278.88,782.8,2243.74,888.28,997.83,2260.86,697.65,552.9,3685.93,0.0,0.0,0.0,0.0
505,9146.9,19380.21,3039.78,6858.52,1695.33,642.45,1107.07,1451.79,263.34,1081.61,2133.95,472.07,2006.56,162.88,803.08,130.46,3096.51,4860.34,4872.14,758.3,2173.52,860.48,966.61,2190.11,675.82,535.6,3570.57,0.0,0.0,0.0,0.0
506,8732.84,18502.9,2902.17,6548.05,1618.58,613.37,1056.96,1386.07,251.42,1032.65,2094.7,463.38,1969.66,159.89,788.31,128.06,2897.14,4547.41,4558.45,734.32,2104.78,833.27,936.04,2120.84,654.44,518.66,3457.65,0.0,0.0,0.0,0.0
507,8416.66,17832.98,2797.1,6310.97,1559.98,591.16,1018.69,1335.89,242.32,995.26,2035.27,450.24,1913.77,155.35,765.94,124.43,2749.18,4315.17,4325.65,715.38,2050.49,811.78,911.89,2066.14,637.56,505.28,3368.47,0.0,0.0,0.0,0.0
508,8217.2,17410.38,2730.81,6161.41,1523.01,577.15,994.55,1304.23,236.57,971.68,1992.66,440.81,1873.7,152.1,749.9,121.82,2689.08,4220.84,4231.08,699.22,2004.17,793.44,891.29,2019.47,623.16,493.87,3292.37,0.0,0.0,0.0,0.0
509,8169.08,17308.42,2714.82,6125.33,1514.09,573.77,988.72,1296.59,235.19,965.99,1955.66,432.62,1838.91,149.27,735.98,119.56,2664.46,4182.19,4192.35,683.06,1957.85,775.1,870.69,1972.79,608.76,482.45,3216.28,0.0,0.0,0.0,0.0
510,8241.16,17461.15,2738.77,6179.38,1527.45,578.83,997.45,1308.03,237.26,974.51,1925.38,425.93,1810.44,146.96,724.58,117.71,2727.7,4281.45,4291.85,674.85,1934.32,765.79,860.23,1949.08,601.44,476.66,3177.63,0.0,0.0,0.0,0.0
511,8447.99,17899.37,2807.51,6334.46,1565.79,593.36,1022.48,1340.86,243.22,998.97,1909.68,422.45,1795.68,145.76,718.68,116.75,2846.45,4467.85,4478.7,636.84,1825.38,722.66,811.78,1839.31,567.57,449.81,2998.66,0.0,0.0,0.0,0.0
512,8801.85,18649.12,2925.11,6599.79,1631.37,618.21,1065.31,1397.02,253.4,1040.81,1822.59,403.19,1713.78,139.12,685.9,111.43,3075.51,4827.38,4839.1,627.27,1797.96,711.8,799.59,1811.68,559.04,443.05,2953.61,0.0,0.0,0.0,0.0
513,9546.43,20226.71,3172.55,7158.09,1769.38,670.51,1155.43,1515.2,274.84,1128.86,1818.85,402.36,1710.27,138.83,684.49,111.2,3461.94,5433.93,5447.13,681.51,1953.41,773.34,868.72,1968.31,607.38,481.36,3208.98,0.0,0.0,0.0,0.0
514,10044.25,21281.48,3337.99,7531.37,1861.64,705.47,1215.68,1594.22,289.17,1187.72,1919.77,424.69,1805.17,146.53,722.47,117.37,3610.62,5667.31,5681.07,742.2,2127.38,842.22,946.09,2143.62,661.47,524.23,3494.78,0.0,0.0,0.0,0.0
515,10353.87,21937.51,3440.89,7763.53,1919.03,727.22,1253.15,1643.36,298.09,1224.34,1951.54,431.71,1835.04,148.96,734.43,119.31,3740.0,5870.38,5884.63,762.24,2184.82,864.96,971.63,2201.49,679.33,538.38,3589.14,0.0,0.0,0.0,0.0
516,10349.16,21927.53,3439.33,7760.0,1918.16,726.89,1252.58,1642.61,297.95,1223.78,1984.44,438.99,1865.97,151.47,746.81,121.32,3768.48,5915.08,5929.44,776.01,2224.29,880.58,989.18,2241.26,691.6,548.11,3653.97,0.0,0.0,0.0,0.0
517,10300.22,21823.83,3423.06,7723.3,1909.09,723.45,1246.66,1634.85,296.54,1217.99,1983.32,438.74,1864.92,151.38,746.39,121.25,3589.87,5634.73,5648.41,774.59,2220.21,878.97,987.37,2237.15,690.33,547.1,3647.27,0.0,0.0,0.0,0.0
518,10680.09,22628.68,3549.3,8008.13,1979.49,750.13,1292.64,1695.14,307.48,1262.91,1972.48,436.35,1854.72,150.56,742.31,120.59,3891.82,6108.68,6123.51,759.72,2177.6,862.1,968.42,2194.21,677.08,536.6,3577.27,0.0,0.0,0.0,0.0
519,10791.08,22863.85,3586.19,8091.36,2000.06,757.93,1306.07,1712.75,310.67,1276.04,2028.92,448.83,1907.8,154.87,763.55,124.04,4059.57,6371.98,6387.45,784.87,2249.67,890.63,1000.47,2266.84,699.49,554.36,3695.67,0.0,0.0,0.0,0.0
520,10749.92,22776.64,3572.51,8060.49,1992.44,755.04,1301.09,1706.22,309.49,1271.17,2090.97,462.56,1966.14,159.6,786.9,127.83,4057.64,6368.95,6384.41,809.49,2320.26,918.58,1031.86,2337.97,721.44,571.76,3811.63,0.0,0.0,0.0,0.0
521,10563.57,22381.8,3510.58,7920.77,1957.9,741.95,1278.53,1676.64,304.12,1249.13,2105.17,465.7,1979.5,160.69,792.25,128.7,3993.68,6268.55,6283.77,807.1,2313.41,915.87,1028.82,2331.06,719.31,570.07,3800.37,0.0,0.0,0.0,0.0
522,9989.16,21164.76,3319.69,7490.06,1851.43,701.61,1209.01,1585.47,287.59,1181.21,2072.28,458.42,1948.57,158.17,779.87,126.69,3733.0,5859.39,5873.61,776.98,2227.07,881.68,990.42,2244.06,692.47,548.79,3658.53,0.0,0.0,0.0,0.0
523,9301.1,19706.92,3091.02,6974.14,1723.91,653.28,1125.74,1476.27,267.78,1099.85,1972.1,436.26,1854.37,150.53,742.17,120.57,3421.39,5370.29,5383.32,702.77,2014.36,797.48,895.83,2029.74,626.33,496.38,3309.11,0.0,0.0,0.0,0.0
524,9066.42,19209.69,3013.03,6798.18,1680.41,636.8,1097.33,1439.02,261.02,1072.1,1954.91,432.46,1838.21,149.22,735.7,119.52,3205.13,5030.83,5043.04,719.26,2061.61,816.18,916.84,2077.34,641.02,508.02,3386.73,0.0,0.0,0.0,0.0
525,9716.6,20587.27,3229.11,7285.69,1800.92,682.46,1176.02,1542.21,279.74,1148.98,2053.96,454.37,1931.35,156.78,772.97,125.57,3359.6,5273.3,5286.1,745.24,2136.09,845.67,949.96,2152.39,664.18,526.38,3509.09,0.0,0.0,0.0,0.0
526,10016.81,21223.34,3328.87,7510.79,1856.56,703.55,1212.36,1589.86,288.38,1184.48,2077.51,459.58,1953.49,158.57,781.84,127.01,3576.59,5613.89,5627.52,744.73,2134.61,845.08,949.3,2150.9,663.72,526.01,3506.65,0.0,0.0,0.0,0.0
527,10050.8,21295.36,3340.17,7536.28,1862.86,705.93,1216.47,1595.26,289.36,1188.5,2129.09,470.99,2001.99,162.51,801.25,130.16,3651.17,5730.96,5744.87,792.75,2272.27,899.58,1010.52,2289.61,706.52,559.93,3732.8,0.0,0.0,0.0,0.0
528,9737.08,20630.66,3235.91,7301.05,1804.71,683.9,1178.5,1545.46,280.33,1151.4,2160.86,478.02,2031.87,164.94,813.21,132.11,3551.49,5574.49,5588.02,802.58,2300.44,910.73,1023.05,2317.99,715.28,566.87,3779.06,0.0,0.0,0.0,0.0
529,9216.94,19528.6,3063.05,6911.04,1708.31,647.37,1115.55,1462.91,265.36,1089.9,2156.38,477.03,2027.65,164.59,811.52,131.83,3305.29,5188.06,5200.65,779.05,2232.99,884.03,993.05,2250.04,694.31,550.25,3668.27,13.65,0.0,0.0,0.0
530,8748.2,18535.44,2907.28,6559.56,1621.43,614.44,1058.82,1388.51,251.86,1034.47,2133.58,471.98,2006.21,162.85,802.94,130.44,3084.2,4841.02,4852.78,750.28,2150.54,851.39,956.39,2166.96,668.67,529.94,3532.83,30.38,0.0,0.0,0.0
531,8445.33,17893.73,2806.62,6332.47,1565.29,593.17,1022.16,1340.44,243.14,998.65,2103.3,465.29,1977.74,160.54,791.54,128.59,2927.79,4595.52,4606.68,728.89,2089.22,827.11,929.11,2105.16,649.6,514.83,3432.08,16.3,0.0,0.0,0.0
532,8277.61,17538.38,2750.89,6206.71,1534.21,581.39,1001.86,1313.82,238.31,978.82,2052.47,454.04,1929.94,156.66,772.41,125.48,2847.42,4469.37,4480.22,710.01,2035.11,805.69,905.05,2050.65,632.78,501.49,3343.2,0.0,0.0,0.0,0.0
533,8214.54,17404.74,2729.93,6159.42,1522.52,576.96,994.23,1303.81,236.5,971.36,2010.98,444.86,1890.93,153.5,756.8,122.94,2811.21,4412.54,4423.25,703.16,2015.48,797.92,896.32,2030.86,626.68,496.65,3310.94,0.0,0.0,0.0,0.0
534,8321.23,17630.8,2765.38,6239.42,1542.29,584.46,1007.14,1320.74,239.57,983.98,1988.17,439.82,1869.49,151.76,748.22,121.55,2868.18,4501.95,4512.88,698.25,2001.39,792.34,890.06,2016.67,622.3,493.18,3287.81,0.0,0.0,0.0,0.0
535,8520.69,18053.4,2831.67,6388.97,1579.26,598.46,1031.28,1352.4,245.31,1007.56,1951.54,431.71,1835.04,148.96,734.43,119.31,2982.58,4681.52,4692.89,663.21,1900.97,752.58,845.4,1915.48,591.07,468.44,3122.84,0.0,0.0,0.0,0.0
536,8879.46,18813.56,2950.9,6657.99,1645.76,623.66,1074.7,1409.34,255.64,1049.99,1863.33,412.2,1752.09,142.23,701.23,113.92,3202.47,5026.66,5038.87,648.8,1859.65,736.23,827.02,1873.85,578.23,458.26,3054.97,0.0,0.0,0.0,0.0
537,9493.59,20114.77,3154.99,7118.48,1759.58,666.8,1149.03,1506.82,273.32,1122.61,1866.32,412.86,1754.91,142.45,702.36,114.1,3600.97,5652.15,5665.88,701.03,2009.36,795.5,893.6,2024.7,624.78,495.15,3300.9,0.0,0.0,0.0,0.0
538,10017.01,21223.77,3328.94,7510.95,1856.6,703.56,1212.38,1589.9,288.39,1184.5,1983.32,438.74,1864.92,151.38,746.39,121.25,3792.62,5952.97,5967.42,762.18,2184.64,864.89,971.55,2201.31,679.27,538.34,3588.83,0.0,0.0,0.0,0.0
539,10268.48,21756.58,3412.51,7699.5,1903.2,721.22,1242.82,1629.81,295.63,1214.24,2021.82,447.26,1901.12,154.32,760.88,123.61,3992.71,6267.04,6282.25,789.52,2263.01,895.91,1006.4,2280.28,703.64,557.65,3717.58,0.0,0.0,0.0,0.0
540,10273.6,21767.43,3414.21,7703.34,1904.15,721.58,1243.44,1630.62,295.78,1214.85,2037.89,450.82,1916.23,155.55,766.93,124.59,4016.85,6304.92,6320.23,802.64,2300.62,910.8,1023.13,2318.18,715.34,566.92,3779.37,0.0,0.0,0.0,0.0
541,10238.79,21693.67,3402.64,7677.24,1897.7,719.14,1239.23,1625.1,294.77,1210.73,2035.65,450.32,1914.12,155.38,766.08,124.45,3812.41,5984.03,5998.56,796.7,2283.58,904.06,1015.55,2301.0,710.04,562.72,3751.36,0.0,0.0,0.0,0.0
542,10601.04,22461.2,3523.03,7948.87,1964.84,744.58,1283.07,1682.59,305.2,1253.57,2005.74,443.7,1886.01,153.1,754.83,122.62,4141.88,6501.17,6516.95,778.01,2230.03,882.86,991.74,2247.05,693.39,549.52,3663.4,0.0,0.0,0.0,0.0
543,10819.95,22925.02,3595.78,8113.01,2005.42,759.96,1309.57,1717.34,311.51,1279.45,2052.47,454.04,1929.94,156.66,772.41,125.48,4299.73,6748.94,6765.33,802.9,2301.36,911.1,1023.46,2318.93,715.57,567.1,3780.58,0.0,0.0,0.0,0.0
544,10820.98,22927.19,3596.12,8113.78,2005.61,760.03,1309.69,1717.5,311.54,1279.57,2123.86,469.83,1997.07,162.11,799.28,129.84,4261.11,6688.33,6704.56,822.36,2357.13,933.18,1048.26,2375.12,732.91,580.84,3872.2,0.0,0.0,0.0,0.0
545,10676.61,22621.31,3548.14,8005.52,1978.85,749.89,1292.22,1694.59,307.38,1262.5,2126.48,470.41,1999.53,162.31,800.26,130.0,4166.01,6539.06,6554.93,821.07,2353.43,931.71,1046.61,2371.39,731.76,579.93,3866.11,0.0,0.0,0.0,0.0
546,10028.68,21248.5,3332.82,7519.7,1858.76,704.38,1213.8,1591.75,288.73,1185.88,2059.57,455.61,1936.62,157.2,775.08,125.91,3858.51,6056.39,6071.1,793.21,2273.57,900.09,1011.1,2290.92,706.93,560.25,3734.93,0.0,0.0,0.0,0.0
547,9286.77,19676.55,3086.26,6963.4,1721.25,652.27,1124.0,1473.99,267.37,1098.15,1975.84,437.09,1857.89,150.81,743.57,120.79,3517.21,5520.69,5534.09,714.99,2049.38,811.34,911.4,2065.02,637.22,505.01,3366.64,0.0,0.0,0.0,0.0
548,9032.63,19138.1,3001.8,6772.84,1674.15,634.42,1093.24,1433.66,260.05,1068.1,1982.57,438.58,1864.21,151.33,746.11,121.21,3291.54,5166.46,5179.0,737.68,2114.41,837.09,940.32,2130.55,657.44,521.03,3473.47,0.0,0.0,0.0,0.0
549,9700.22,20552.56,3223.66,7273.41,1797.88,681.31,1174.04,1539.61,279.27,1147.04,2121.62,469.34,1994.96,161.94,798.44,129.71,3454.46,5422.19,5435.35,761.4,2182.41,864.01,970.56,2199.07,678.58,537.79,3585.18,0.0,0.0,0.0,0.0
550,9971.96,21128.32,3313.97,7477.17,1848.25,700.4,1206.93,1582.74,287.09,1179.18,2162.73,478.43,2033.62,165.08,813.91,132.22,3580.69,5620.33,5633.98,757.72,2171.85,859.82,965.86,2188.43,675.3,535.19,3567.83,0.0,0.0,0.0,0.0
551,10022.34,21235.05,3330.71,7514.94,1857.58,703.94,1213.03,1590.74,288.54,1185.13,2194.88,485.54,2063.85,167.53,826.01,134.19,3653.35,5734.37,5748.29,806.39,2311.37,915.06,1027.91,2329.01,718.68,569.57,3797.02,0.0,0.0,0.0,0.0
552,9642.88,20431.07,3204.61,7230.41,1787.25,677.28,1167.1,1530.51,277.62,1140.26,2222.17,491.58,2089.51,169.62,836.28,135.85,3556.08,5581.69,5595.24,810.72,2323.78,919.97,1033.43,2341.52,722.54,572.63,3817.41,0.0,0.0,0.0,0.0
553,9124.17,19332.05,3032.22,6841.48,1691.11,640.85,1104.32,1448.18,262.68,1078.93,2216.19,490.26,2083.89,169.16,834.02,135.49,3311.81,5198.28,5210.9,787.32,2256.71,893.42,1003.6,2273.93,701.68,556.1,3707.23,0.0,0.0,0.0,0.0
554,8689.42,18410.92,2887.75,6515.5,1610.53,610.32,1051.7,1379.18,250.17,1027.52,2175.44,481.24,2045.57,166.05,818.69,133.0,3098.68,4863.75,4875.56,759.85,2177.97,862.25,968.58,2194.59,677.2,536.69,3577.87,0.0,0.0,0.0,0.0
555,8387.58,17771.37,2787.43,6289.17,1554.59,589.12,1015.17,1331.27,241.48,991.82,2120.12,469.01,1993.56,161.83,797.87,129.62,2955.55,4639.09,4650.36,738.65,2117.19,838.19,941.56,2133.35,658.3,521.72,3478.04,0.0,0.0,0.0,0.0
556,8201.02,17376.11,2725.44,6149.28,1520.01,576.01,992.59,1301.66,236.11,969.76,2073.4,458.67,1949.62,158.26,780.29,126.76,2880.24,4520.89,4531.87,721.65,2068.47,818.89,919.89,2084.25,643.15,509.71,3397.99,0.0,0.0,0.0,0.0
557,8144.71,17256.79,2706.72,6107.06,1509.57,572.06,985.77,1292.72,234.49,963.11,2030.04,449.08,1908.85,154.95,763.97,124.11,2839.21,4456.48,4467.3,710.21,2035.67,805.91,905.3,2051.21,632.96,501.63,3344.12,0.0,0.0,0.0,0.0
558,8261.43,17504.1,2745.51,6194.58,1531.21,580.26,999.9,1311.25,237.85,976.91,1998.27,442.05,1878.98,152.53,752.01,122.17,2894.49,4543.24,4554.27,702.0,2012.14,796.6,894.84,2027.5,625.64,495.83,3305.46,0.0,0.0,0.0,0.0
559,8465.19,17935.81,2813.23,6347.36,1568.97,594.57,1024.56,1343.59,243.71,1001.0,1966.87,435.1,1849.45,150.13,740.2,120.25,3005.51,4717.52,4728.97,669.87,1920.06,760.14,853.89,1934.71,597.01,473.14,3154.19,0.0,0.0,0.0,0.0
560,8809.02,18664.3,2927.49,6605.17,1632.7,618.72,1066.18,1398.16,253.61,1041.66,1876.79,415.18,1764.75,143.25,706.3,114.74,3201.26,5024.77,5036.97,648.15,1857.8,735.49,826.2,1871.98,577.65,457.8,3051.92,0.0,0.0,0.0,0.0
561,9499.53,20127.35,3156.97,7122.93,1760.68,667.22,1149.75,1507.76,273.49,1123.31,1889.49,417.99,1776.7,144.22,711.08,115.52,3563.56,5593.43,5607.01,692.24,1984.16,785.52,882.39,1999.31,616.94,488.94,3259.5,0.0,0.0,0.0,0.0
562,9963.77,21110.96,3311.25,7471.02,1846.73,699.82,1205.94,1581.44,286.86,1178.21,2073.4,458.67,1949.62,158.26,780.29,126.76,3711.03,5824.91,5839.05,744.66,2134.43,845.01,949.22,2150.71,663.66,525.97,3506.35,0.0,0.0,0.0,0.0
563,10214.42,21642.03,3394.55,7658.97,1893.18,717.43,1236.28,1621.23,294.07,1207.85,2127.97,470.74,2000.94,162.43,800.83,130.1,3819.41,5995.02,6009.57,775.43,2222.62,879.92,988.44,2239.58,691.08,547.7,3651.23,0.0,0.0,0.0,0.0
564,10184.93,21579.56,3384.75,7636.86,1887.72,715.36,1232.71,1616.55,293.22,1204.36,2152.64,476.2,2024.13,164.31,810.11,131.6,3833.17,6016.61,6031.22,790.68,2266.34,897.23,1007.89,2283.64,704.68,558.47,3723.06,0.0,0.0,0.0,0.0
565,10177.97,21564.8,3382.43,7631.64,1886.43,714.87,1231.86,1615.44,293.02,1203.54,2143.3,474.13,2015.35,163.6,806.59,131.03,3597.11,5646.09,5659.8,787.13,2256.15,893.2,1003.35,2273.37,701.51,555.96,3706.32,0.0,0.0,0.0,0.0
566,10524.46,22298.93,3497.58,7891.44,1950.65,739.2,1273.8,1670.44,303.0,1244.51,2108.16,466.36,1982.31,160.91,793.37,128.88,3849.58,6042.38,6057.05,768.12,2201.68,871.63,979.13,2218.48,684.57,542.54,3616.83,0.0,0.0,0.0,0.0
567,10698.72,22668.17,3555.49,8022.11,1982.95,751.44,1294.89,1698.1,308.02,1265.12,2157.5,477.28,2028.7,164.68,811.94,131.9,3971.95,6234.46,6249.59,794.69,2277.83,901.78,1012.99,2295.21,708.25,561.3,3741.93,0.0,0.0,0.0,0.0
568,10649.78,22564.47,3539.23,7985.41,1973.88,748.01,1288.97,1690.33,306.61,1259.33,2249.08,497.53,2114.81,171.67,846.4,137.5,3954.57,6207.18,6222.25,812.79,2329.71,922.32,1036.07,2347.49,724.38,574.09,3827.15,0.0,0.0,0.0,0.0
569,10363.29,21957.47,3444.02,7770.6,1920.78,727.88,1254.29,1644.86,298.36,1225.45,2256.93,499.27,2122.2,172.27,849.36,137.98,3900.02,6121.56,6136.42,807.75,2315.26,916.6,1029.64,2332.93,719.89,570.53,3803.41,0.0,0.0,0.0,0.0
570,9752.85,20664.06,3241.15,7312.87,1807.63,685.01,1180.41,1547.97,280.78,1153.27,2195.63,485.71,2064.55,167.59,826.29,134.23,3642.97,5718.08,5731.96,778.4,2231.14,883.3,992.23,2248.17,693.73,549.8,3665.23,0.0,0.0,0.0,0.0
571,9092.43,19264.79,3021.68,6817.68,1685.23,638.62,1100.48,1443.15,261.77,1075.17,2059.57,455.61,1936.62,157.2,775.08,125.91,3338.84,5240.72,5253.44,702.84,2014.55,797.55,895.91,2029.92,626.39,496.43,3309.42,0.0,0.0,0.0,0.0
572,8929.84,18920.29,2967.64,6695.76,1655.09,627.2,1080.8,1417.34,257.09,1055.95,2030.79,449.24,1909.55,155.01,764.25,124.15,3128.13,4909.98,4921.9,724.62,2076.99,822.27,923.68,2092.84,645.8,511.81,3411.99,0.0,0.0,0.0,0.0
573,9531.48,20195.04,3167.58,7146.88,1766.6,669.46,1153.62,1512.83,274.41,1127.09,2165.35,479.01,2036.08,165.28,814.89,132.38,3274.88,5140.32,5152.8,746.34,2139.24,846.91,951.36,2155.57,665.16,527.15,3514.26,0.0,0.0,0.0,0.0
