Time_Index,Demand_MW_MG,Demand_MW_SP,Demand_MW_GO,Demand_MW_RJ,Demand_MW_ES,Demand_MW_RO,Demand_MW_MS,Demand_MW_MT,Demand_MW_AC,Demand_MW_DF,Demand_MW_PA,Demand_MW_TO,Demand_MW_MA,Demand_MW_AP,Demand_MW_AM,Demand_MW_RR,Demand_MW_SC,Demand_MW_PR,Demand_MW_RS,Demand_MW_PI,Demand_MW_CE,Demand_MW_RN,Demand_MW_PB,Demand_MW_PE,Demand_MW_AL,Demand_MW_SE,Demand_MW_BA,Demand_MW_ARG,Demand_MW_URY,Demand_MW_VEN,Demand_MW_PRY
42,11032.975914999999,23376.380624999998,3666.578235,8272.733955,2044.8931999999993,774.91784,1335.3532049999997,1751.1542199999994,317.636785,1304.6460199999997,2681.271344999999,593.1437799999999,2521.198935,204.65825499999997,1009.0487549999998,163.91892999999996,4397.170129999999,6901.878409999999,6918.641959999998,943.1641049999998,2703.3758399999997,1070.2552049999997,1202.2454199999997,2724.0118999999995,840.5685799999999,666.1626849999999,4441.002264999999,0.0,0.0,0.0,0.0
43,10506.613439999997,22261.123734999997,3491.652539999999,7878.0628099999985,1947.3397349999996,737.9470649999998,1271.6387199999997,1667.6093649999998,302.48461499999996,1242.3999699999997,2562.743949999999,566.91987,2409.7538149999996,195.613735,964.4499149999998,156.68071499999996,4110.175554999999,6451.406734999999,6467.065709999998,857.3061399999999,2457.315515,972.8316899999998,1092.8145249999998,2476.0672999999997,764.0540199999999,605.528015,4036.7667999999994,0.0,0.0,0.0,0.0
44,10463.768924999997,22170.340664999992,3477.4100199999993,7845.939169999999,1939.3997899999997,734.9452199999998,1266.4537149999999,1660.7999849999997,301.25008999999994,1237.3319199999999,2525.825155,558.7590099999999,2375.0441699999997,192.79381999999998,950.5582599999999,154.41958499999996,3900.3322949999992,6122.048459999998,6136.901744999999,897.7985599999998,2573.360864999999,1018.7820099999999,1144.4176699999998,2592.9963099999995,800.1411349999998,634.13001,4227.416444999999,0.0,0.0,0.0,0.0
45,11369.611389999998,24089.624194999997,3778.452189999999,8525.148834999998,2107.29519,798.5687399999999,1376.09253,1804.5766649999998,327.33105499999994,1344.4497049999998,2690.4977949999993,595.183995,2529.8795949999994,205.35998499999997,1012.5184199999998,164.49070999999995,4159.725489999999,6529.194804999999,6545.048704999999,922.5800249999999,2644.3915349999997,1046.9031899999998,1176.008515,2664.5727699999998,822.232635,651.6342749999998,4344.098549999999,0.0,0.0,0.0,0.0
46,11592.345689999998,24561.550614999996,3852.4717099999993,8692.160574999998,2148.580305,814.2017249999998,1403.04416,1839.9360599999998,333.7375899999999,1370.7905699999997,2713.330009999999,600.2390499999999,2551.3473349999995,207.10131499999997,1021.1081149999998,165.88117499999996,4523.572494999999,7100.286069999998,7117.530434999999,921.1505749999999,2640.2981099999993,1045.278815,1174.1892149999999,2660.4533549999996,820.9591249999999,650.6206649999999,4337.380134999999,0.0,0.0,0.0,0.0
47,11485.097955,24334.320044999993,3816.8264249999993,8611.747515,2128.6979549999996,806.6776199999998,1390.07515,1822.9126099999996,330.6577749999999,1358.1074499999995,2775.49809,613.9877599999999,2609.8118399999994,211.84448999999995,1044.5121099999997,169.68871,4653.43153,7304.112644999999,7321.837824999999,979.4461449999999,2807.3878199999995,1111.4363599999997,1248.4946249999998,2828.8165749999994,872.9131349999998,691.8018199999999,4611.873519999999,0.0,0.0,0.0,0.0
48,10988.273115,23281.660069999994,3651.7249499999994,8239.219849999998,2036.6153849999998,771.7860449999997,1329.9342899999997,1744.0589499999996,316.35027999999994,1299.3570549999997,2811.9230749999997,622.0446599999999,2644.06666,214.62541999999993,1058.2218349999998,171.91085499999994,4564.974564999999,7165.274064999998,7182.67437,989.4392999999998,2836.0417949999996,1122.7809949999998,1261.2427199999997,2857.691465,881.8147099999999,698.8581049999999,4658.9414099999985,0.0,0.0,0.0,0.0
49,10371.686354999998,21975.259724999993,3446.806794999999,7776.896734999998,1922.3373549999997,728.47371,1255.3169999999998,1646.1936049999997,298.59910999999994,1226.44211,2792.49555,617.7433149999998,2625.7956899999995,213.14398999999997,1050.90565,170.72830999999996,4308.089405,6762.065204999999,6778.477889999999,963.9950899999999,2763.0878649999995,1093.8931099999998,1228.794205,2784.1787499999996,859.1384349999998,680.8860199999999,4539.088524999999,0.0,0.0,0.0,0.0
50,9808.340109999997,20781.629989999998,3259.5878299999995,7354.4812649999985,1817.9225299999998,688.9039349999999,1187.1322349999998,1556.7750099999998,282.38134999999994,1159.82974,2740.5285449999997,606.2557349999998,2576.9214949999996,209.18051499999999,1031.3481749999999,167.54453499999997,4059.3521099999994,6371.656419999998,6387.12047,933.8336949999998,2676.65812,1059.6772749999998,1190.354995,2697.0862599999996,832.2517799999999,659.5872149999998,4397.105154999999,0.0,0.0,0.0,0.0
51,9434.44797,19989.454789999996,3135.3426349999995,7074.127134999998,1748.6201949999995,662.64104,1141.8706499999998,1497.4268449999997,271.62148999999994,1115.6207499999998,2697.7749949999998,596.7953749999999,2536.7279599999997,205.91876999999997,1015.2603649999998,164.93254,3874.6151899999995,6081.672994999999,6096.435314999998,909.4680699999999,2606.8359849999997,1032.0369099999998,1159.3099399999996,2626.7183349999996,810.5501299999999,642.3818349999998,4282.398289999999,0.0,0.0,0.0,0.0
52,9232.999479999999,19562.634014999996,3068.3923949999994,6923.0862499999985,1711.2855599999998,648.4894849999998,1117.4920299999999,1465.4591449999998,265.81272499999994,1091.8009149999998,2627.3550899999996,581.2143699999999,2470.5054399999995,200.53883999999996,988.7635599999999,160.631195,3756.0488099999993,5895.571599999999,5909.8920899999985,886.6228599999998,2541.3411849999998,1006.0988899999999,1130.1881449999998,2560.7297249999992,790.1869649999999,626.242045,4174.812685,0.0,0.0,0.0,0.0
53,9167.010869999998,19422.807814999996,3046.4568349999995,6873.601289999999,1699.057265,643.8632649999998,1109.5001049999998,1454.985175,263.91545499999995,1083.9909199999997,2575.3750899999995,569.7137949999999,2421.6312449999996,196.57536499999998,969.2060849999998,157.44741999999997,3675.7527049999994,5769.533095,5783.541705,871.249775,2497.2751399999997,988.6595999999997,1110.5916849999999,2516.338805,776.4902349999998,615.3782249999999,4102.4305349999995,0.0,0.0,0.0,0.0
54,9273.985709999997,19649.466605,3082.0111549999997,6953.806429999999,1718.8746399999998,651.374375,1122.4561199999998,1471.9566449999998,266.99526999999995,1096.6350549999997,2531.6599099999994,560.0455149999999,2380.5280599999996,193.23564999999994,952.7414199999998,154.77044999999995,3664.148169999999,5751.3270999999995,5765.283729999999,860.5808799999999,2466.6979049999995,976.5482599999999,1096.9859199999999,2485.5276599999997,766.9778949999999,607.8411249999998,4052.1918649999993,0.0,0.0,0.0,0.0
55,9360.467434999999,19832.709099999993,3110.7560949999993,7018.664474999999,1734.9104699999996,657.4430399999999,1132.9170949999998,1485.6923599999998,269.4903099999999,1106.8621199999998,2476.7690299999995,547.9081849999999,2328.9119199999996,189.05125999999993,932.0923649999997,151.41773999999998,3640.9391,5714.88912,5728.767779999998,798.9325999999998,2289.9788999999996,906.5831799999999,1018.3921599999998,2307.4571749999996,712.0220399999998,564.2948799999999,3761.883564999999,0.0,0.0,0.0,0.0
