Time_Index,off_wind_AC,off_wind_AL,off_wind_AM,off_wind_AP,off_wind_BA,off_wind_CE,off_wind_DF,off_wind_ES,off_wind_GO,off_wind_MA,off_wind_MG,off_wind_MS,off_wind_MT,off_wind_PA,off_wind_PB,off_wind_PE,off_wind_PI,off_wind_PR,off_wind_RJ,off_wind_RN,off_wind_RO,off_wind_RR,off_wind_RS,off_wind_SC,off_wind_SE,off_wind_SP,off_wind_TO,on_wind_AC,on_wind_AL,on_wind_AM,on_wind_AP,on_wind_BA,on_wind_CE,on_wind_DF,on_wind_ES,on_wind_GO,on_wind_MA,on_wind_MG,on_wind_MS,on_wind_MT,on_wind_PA,on_wind_PB,on_wind_PE,on_wind_PI,on_wind_PR,on_wind_RJ,on_wind_RN,on_wind_RO,on_wind_RR,on_wind_RS,on_wind_SC,on_wind_SE,on_wind_SP,on_wind_TO,solar_pv_AC,solar_pv_AL,solar_pv_AM,solar_pv_AP,solar_pv_BA,solar_pv_CE,solar_pv_DF,solar_pv_ES,solar_pv_GO,solar_pv_MA,solar_pv_MG,solar_pv_MS,solar_pv_MT,solar_pv_PA,solar_pv_PB,solar_pv_PE,solar_pv_PI,solar_pv_PR,solar_pv_RJ,solar_pv_RN,solar_pv_RO,solar_pv_RR,solar_pv_RS,solar_pv_SC,solar_pv_SE,solar_pv_SP,solar_pv_TO,biomass
2407,0.0,0.2002,0.0,0.4982,0.0105,0.0308,0.0,0.2132,0.0,0.2066,0.0,0.0,0.0,0.2011,0.2373,0.1593,0.0092,0.0178,0.2006,0.1201,0.0,0.0,0.4791,0.11,0.208,0.109,0.0,0.0379,0.0409,0.0119,0.0287,0.015,0.0117,0.0,0.0542,0.0023,0.0026,0.03,0.0265,0.002,0.0069,0.0392,0.0169,0.0037,0.0535,0.0244,0.0367,0.0064,0.0941,0.067,0.0498,0.0623,0.1207,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2408,0.0,0.1518,0.0,0.4434,0.0093,0.0557,0.0,0.2211,0.0,0.3042,0.0,0.0,0.0,0.1873,0.301,0.1819,0.0035,0.0117,0.185,0.1423,0.0,0.0,0.4212,0.1018,0.1673,0.0899,0.0,0.0269,0.0261,0.0112,0.0243,0.0148,0.0146,0.0,0.0512,0.0028,0.0032,0.0252,0.0235,0.0014,0.0075,0.0283,0.0099,0.0036,0.0507,0.0212,0.043,0.0037,0.0797,0.0658,0.044,0.0447,0.0999,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2409,0.0,0.1449,0.0,0.4043,0.0073,0.0763,0.0,0.2306,0.0,0.3447,0.0,0.0,0.0,0.1896,0.3197,0.239,0.0358,0.0042,0.1765,0.1924,0.0,0.0,0.3603,0.0899,0.1129,0.065,0.0,0.0176,0.0173,0.0114,0.0221,0.0135,0.0132,0.0,0.0465,0.0023,0.0027,0.0207,0.0216,0.0012,0.0074,0.0295,0.0081,0.0036,0.0464,0.0235,0.0677,0.0038,0.0724,0.0655,0.0366,0.0242,0.0805,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2410,0.0,0.1756,0.0,0.3788,0.006,0.071,0.0,0.232,0.0,0.3453,0.0,0.0,0.0,0.2163,0.2501,0.2425,0.1173,0.0004,0.169,0.2421,0.0,0.0,0.2919,0.0781,0.0719,0.0387,0.0,0.0096,0.0288,0.0124,0.0236,0.0139,0.0128,0.0,0.0397,0.002,0.0018,0.0185,0.0209,0.0015,0.0081,0.0767,0.0243,0.0032,0.043,0.0269,0.1324,0.0051,0.0727,0.0621,0.0325,0.0242,0.067,0.0008,0.0,0.0115,0.0,0.0,0.001,0.0035,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0106,0.0077,0.0004,0.0,0.0,0.0122,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.4
2411,0.0,0.2499,0.0,0.4757,0.023,0.0619,0.0,0.3649,0.0,0.2054,0.0,0.0,0.0,0.3043,0.1888,0.1917,0.0922,0.0,0.1781,0.2144,0.0,0.0,0.223,0.0728,0.1809,0.0209,0.0,0.0104,0.0669,0.011,0.0486,0.0343,0.0152,0.0,0.0588,0.0031,0.0015,0.0163,0.0263,0.0013,0.0056,0.23,0.073,0.0071,0.0505,0.0368,0.2584,0.004,0.0482,0.0545,0.0298,0.1096,0.0821,0.0009,0.0,0.1461,0.0,0.0152,0.0484,0.0976,0.0028,0.0574,0.0066,0.0336,0.0223,0.0016,0.0009,0.0121,0.1243,0.1115,0.0588,0.0034,0.0404,0.1487,0.0,0.0,0.0008,0.0038,0.1265,0.0125,0.0209,0.4
2412,0.0,0.2323,0.0,0.5494,0.0227,0.0411,0.0,0.3887,0.0,0.1465,0.0,0.0,0.0,0.3533,0.1511,0.1273,0.1165,0.0,0.1668,0.2227,0.0,0.0,0.1931,0.0582,0.2538,0.0217,0.0,0.0084,0.1665,0.0126,0.0702,0.0381,0.0269,0.0,0.0816,0.0057,0.0069,0.0275,0.0436,0.003,0.0071,0.2763,0.0915,0.0111,0.0603,0.047,0.3772,0.0073,0.0793,0.0942,0.0344,0.1967,0.1088,0.0019,0.0053,0.3345,0.0254,0.1165,0.1476,0.2566,0.0219,0.1892,0.0749,0.1378,0.1209,0.084,0.0308,0.0994,0.2912,0.2679,0.1891,0.1,0.1815,0.3286,0.0111,0.0472,0.0675,0.091,0.301,0.1353,0.1403,0.4
2413,0.0,0.1958,0.0,0.5682,0.0129,0.0374,0.0,0.3972,0.0,0.1338,0.0,0.0,0.0,0.3462,0.13,0.1001,0.1346,0.0001,0.1872,0.2173,0.0,0.0,0.1709,0.0529,0.2247,0.0199,0.0,0.0023,0.1307,0.0094,0.1633,0.03,0.0441,0.0,0.1206,0.0112,0.0107,0.0295,0.0547,0.0054,0.016,0.2624,0.0755,0.0137,0.0736,0.0511,0.3717,0.0084,0.1368,0.0893,0.0263,0.1359,0.0876,0.0078,0.1193,0.4831,0.1218,0.2976,0.2712,0.3826,0.0784,0.3276,0.1718,0.2628,0.2419,0.249,0.1132,0.2296,0.4383,0.4306,0.3511,0.2575,0.3255,0.465,0.077,0.1905,0.1938,0.2283,0.4657,0.2988,0.2981,0.4
2414,0.0,0.1648,0.0,0.5756,0.0151,0.027,0.0,0.357,0.0,0.1266,0.0,0.0,0.0,0.3173,0.1002,0.0714,0.0934,0.0006,0.2166,0.2093,0.0,0.0,0.1619,0.0533,0.1512,0.0107,0.0,0.0041,0.0987,0.0119,0.1302,0.0204,0.0537,0.0,0.1132,0.0163,0.0085,0.0268,0.0554,0.0055,0.0191,0.1848,0.0473,0.012,0.0473,0.0581,0.3133,0.0079,0.1691,0.1339,0.0293,0.0829,0.0508,0.0096,0.2724,0.6134,0.2187,0.3461,0.3695,0.5245,0.1076,0.4238,0.2582,0.3495,0.3342,0.3898,0.1915,0.3273,0.5981,0.5739,0.4551,0.4009,0.4195,0.5798,0.1268,0.2842,0.3136,0.3708,0.5639,0.4266,0.4098,0.4
2415,0.0,0.1504,0.0,0.5293,0.0183,0.024,0.0,0.3235,0.0,0.1233,0.0,0.0,0.0,0.2824,0.0697,0.0503,0.0739,0.0007,0.2522,0.189,0.0,0.0,0.1576,0.0516,0.1168,0.0045,0.0,0.0076,0.0883,0.0145,0.1045,0.0163,0.0677,0.0,0.0862,0.0132,0.0041,0.0214,0.0362,0.0045,0.0201,0.1305,0.0338,0.0076,0.02,0.073,0.2627,0.0063,0.1904,0.2231,0.0492,0.0713,0.0255,0.0102,0.3867,0.6573,0.2988,0.3371,0.4588,0.5297,0.0927,0.4583,0.3558,0.3992,0.3998,0.5021,0.2785,0.4156,0.6131,0.5991,0.4848,0.5092,0.4966,0.6423,0.1896,0.4053,0.4059,0.4732,0.6368,0.5109,0.5029,0.4
2416,0.0,0.1351,0.0,0.4803,0.0286,0.0279,0.0,0.3203,0.0,0.1103,0.0,0.0,0.0,0.3074,0.0663,0.0373,0.0557,0.0012,0.2839,0.1413,0.0,0.0,0.1293,0.0433,0.1261,0.0034,0.0,0.0151,0.0733,0.0122,0.0904,0.0168,0.0669,0.0,0.0694,0.0092,0.0047,0.0173,0.0146,0.0035,0.0141,0.1016,0.0291,0.0069,0.0073,0.0859,0.1942,0.0045,0.1679,0.333,0.0765,0.077,0.0162,0.011,0.4194,0.6818,0.3818,0.2633,0.4681,0.606,0.1501,0.4634,0.4066,0.3928,0.4314,0.5535,0.3515,0.4363,0.6166,0.6199,0.4614,0.5619,0.4949,0.5894,0.2432,0.4821,0.4431,0.5117,0.5994,0.544,0.5317,0.4
2417,0.0,0.1424,0.0,0.4713,0.044,0.0529,0.0,0.3291,0.0,0.1312,0.0,0.0,0.0,0.2932,0.0736,0.0416,0.0786,0.004,0.2892,0.1719,0.0,0.0,0.1066,0.0398,0.1597,0.0045,0.0,0.0118,0.0946,0.0094,0.0952,0.0182,0.0662,0.0,0.0631,0.0071,0.0048,0.0127,0.0026,0.0033,0.0099,0.0867,0.0323,0.0076,0.0047,0.0897,0.1644,0.0023,0.1412,0.4065,0.0923,0.0922,0.0115,0.0146,0.4137,0.6579,0.4283,0.428,0.4607,0.5907,0.33,0.4325,0.4493,0.4225,0.4538,0.5543,0.3981,0.4913,0.6297,0.606,0.4733,0.5626,0.4997,0.6265,0.2887,0.517,0.4416,0.506,0.5613,0.5462,0.5185,0.4
2418,0.0,0.1831,0.0,0.5287,0.0576,0.0897,0.0,0.3905,0.0,0.1365,0.0,0.0,0.0,0.274,0.0686,0.0486,0.1229,0.0031,0.3239,0.2091,0.0,0.0,0.1213,0.0426,0.1999,0.0079,0.0,0.01,0.1364,0.009,0.0802,0.0218,0.0825,0.0,0.0789,0.0047,0.0109,0.0093,0.0006,0.0036,0.0103,0.0853,0.0327,0.0092,0.007,0.096,0.1832,0.0011,0.1247,0.4445,0.093,0.1158,0.0095,0.0195,0.4681,0.5712,0.4559,0.3685,0.4268,0.5212,0.326,0.3893,0.4329,0.3832,0.4249,0.5304,0.4161,0.4535,0.5155,0.5257,0.4408,0.5107,0.4355,0.5075,0.341,0.544,0.4327,0.4685,0.5459,0.4911,0.4501,0.4
2419,0.0,0.2191,0.0,0.5116,0.0768,0.0948,0.0,0.4785,0.0,0.138,0.0,0.0,0.0,0.2466,0.1002,0.0631,0.1716,0.0017,0.3553,0.1937,0.0,0.0,0.1458,0.0496,0.2199,0.0117,0.0,0.0092,0.1804,0.0116,0.0805,0.0276,0.0915,0.0,0.0921,0.0029,0.0144,0.0095,0.0004,0.0067,0.0127,0.0999,0.0418,0.0121,0.0109,0.1034,0.2363,0.0004,0.1152,0.4391,0.0922,0.1468,0.0082,0.0207,0.4,0.4534,0.441,0.3226,0.3627,0.4466,0.2756,0.3571,0.4005,0.3692,0.3799,0.4668,0.3905,0.4066,0.4522,0.4356,0.3938,0.4293,0.3856,0.4045,0.3137,0.507,0.3569,0.3819,0.3893,0.4313,0.3824,0.4
2420,0.0,0.2478,0.0,0.5565,0.0997,0.0907,0.0,0.5566,0.0,0.14,0.0,0.0,0.0,0.2542,0.1202,0.1006,0.199,0.0114,0.3909,0.1711,0.0,0.0,0.1814,0.0712,0.2387,0.0158,0.0,0.0076,0.2378,0.0087,0.1088,0.0361,0.0995,0.0,0.1229,0.003,0.0194,0.0119,0.0021,0.0088,0.0139,0.1371,0.0575,0.0115,0.0142,0.116,0.2208,0.0005,0.0975,0.3635,0.0749,0.1884,0.0096,0.0201,0.4734,0.2717,0.426,0.2091,0.2518,0.2112,0.2199,0.2131,0.3242,0.2867,0.2853,0.3598,0.2683,0.3294,0.2282,0.2542,0.2937,0.3464,0.2108,0.1516,0.3213,0.359,0.2751,0.2928,0.2778,0.3358,0.2918,0.4
2421,0.0,0.261,0.0,0.5382,0.1136,0.0859,0.0,0.583,0.0,0.1484,0.0,0.0,0.0,0.252,0.1488,0.1384,0.1443,0.035,0.3847,0.2175,0.0,0.0,0.2232,0.1029,0.2465,0.0182,0.0,0.0055,0.2413,0.0086,0.1228,0.0385,0.0703,0.0,0.1134,0.0036,0.0183,0.0121,0.0105,0.0079,0.018,0.1561,0.0612,0.0121,0.0131,0.1114,0.1598,0.0016,0.0831,0.2539,0.0403,0.1885,0.011,0.017,0.3943,0.1017,0.3308,0.1283,0.1165,0.1194,0.166,0.1082,0.1991,0.1518,0.1487,0.223,0.19,0.2071,0.0992,0.1175,0.1542,0.206,0.1165,0.0525,0.2297,0.3259,0.1705,0.1784,0.1132,0.2044,0.1799,0.4
2422,0.0,0.2691,0.0,0.5386,0.1179,0.062,0.0,0.5616,0.0,0.1419,0.0,0.0,0.0,0.2468,0.0945,0.1115,0.088,0.0677,0.3361,0.2924,0.0,0.0,0.2664,0.125,0.2595,0.0421,0.0,0.0071,0.2519,0.0052,0.1006,0.0333,0.0183,0.0,0.1032,0.0018,0.005,0.0104,0.0095,0.0024,0.0168,0.1676,0.0652,0.0058,0.0075,0.0932,0.1347,0.003,0.0704,0.1542,0.0188,0.2129,0.0093,0.003,0.2612,0.0,0.1987,0.055,0.0,0.0,0.0554,0.0,0.0654,0.0285,0.005,0.1007,0.0906,0.0869,0.0,0.0,0.0,0.0911,0.0,0.0,0.1233,0.204,0.0822,0.0553,0.0,0.0529,0.0534,0.4
2423,0.0,0.1812,0.0,0.5656,0.119,0.0691,0.0,0.5315,0.0,0.1056,0.0,0.0,0.0,0.2827,0.0018,0.0201,0.0554,0.0488,0.2658,0.1289,0.0,0.0,0.2607,0.0659,0.1856,0.0381,0.0,0.0138,0.1707,0.004,0.0536,0.0282,0.0251,0.0,0.0757,0.0031,0.0031,0.0102,0.0141,0.0024,0.0118,0.0781,0.0505,0.0061,0.0094,0.0595,0.0504,0.0046,0.0612,0.1183,0.0157,0.1587,0.0147,0.0039,0.1312,0.0,0.0563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0319,0.0659,0.0,0.0,0.0,0.0,0.0,0.4
2424,0.0,0.1788,0.0,0.6409,0.1324,0.0774,0.0,0.5099,0.0,0.0841,0.0,0.0,0.0,0.2809,0.0086,0.0204,0.0499,0.0326,0.2004,0.1148,0.0,0.0,0.2957,0.0678,0.2198,0.0466,0.0,0.0362,0.1982,0.0076,0.0523,0.0385,0.0345,0.0,0.0791,0.0037,0.0049,0.0122,0.0237,0.0027,0.0137,0.0637,0.0615,0.0071,0.0106,0.0462,0.041,0.0028,0.0374,0.1297,0.0155,0.2029,0.0199,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2425,0.0,0.1622,0.0,0.6935,0.1267,0.0908,0.0,0.43,0.0,0.0788,0.0,0.0,0.0,0.309,0.0337,0.0405,0.058,0.0321,0.1491,0.1286,0.0,0.0,0.3327,0.0653,0.2341,0.048,0.0,0.0516,0.1761,0.0128,0.0511,0.0395,0.0208,0.0,0.069,0.0029,0.0056,0.0153,0.028,0.0025,0.0163,0.0324,0.0495,0.0069,0.0096,0.0357,0.0325,0.0021,0.0388,0.1265,0.0079,0.1872,0.0265,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2426,0.0,0.1575,0.0,0.741,0.1064,0.0926,0.0,0.3632,0.0,0.0948,0.0,0.0,0.0,0.327,0.0478,0.0452,0.0874,0.0397,0.1305,0.1467,0.0,0.0,0.38,0.0559,0.2318,0.041,0.0,0.0569,0.1399,0.0147,0.0479,0.0383,0.02,0.0,0.049,0.0021,0.0064,0.0142,0.0268,0.0032,0.0177,0.0182,0.0505,0.007,0.01,0.0261,0.0249,0.0036,0.0541,0.117,0.0044,0.1495,0.0284,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2427,0.0,0.1414,0.0,0.7464,0.0691,0.0743,0.0,0.2821,0.0,0.1239,0.0,0.0,0.0,0.3139,0.0511,0.0484,0.0645,0.0466,0.1044,0.1242,0.0,0.0,0.4176,0.0499,0.1948,0.0361,0.0,0.0555,0.0838,0.0154,0.0423,0.0367,0.0145,0.0,0.0328,0.0015,0.0077,0.0138,0.0261,0.0035,0.019,0.0107,0.0299,0.0126,0.0107,0.0192,0.0295,0.0031,0.0836,0.1118,0.0033,0.1125,0.0285,0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2428,0.0,0.1395,0.0,0.7062,0.0439,0.0577,0.0,0.2145,0.0,0.1445,0.0,0.0,0.0,0.2787,0.0557,0.0584,0.0522,0.0529,0.0838,0.0916,0.0,0.0,0.4283,0.0504,0.1852,0.0381,0.0,0.0438,0.0552,0.0138,0.0447,0.0297,0.0088,0.0,0.0242,0.0012,0.0121,0.0126,0.0292,0.0049,0.0188,0.0175,0.0223,0.0162,0.01,0.0107,0.0229,0.0019,0.1109,0.1107,0.0035,0.0804,0.0264,0.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2429,0.0,0.1408,0.0,0.6484,0.0271,0.0409,0.0,0.166,0.0,0.14,0.0,0.0,0.0,0.2556,0.0766,0.0392,0.0765,0.052,0.0614,0.0764,0.0,0.0,0.4301,0.0526,0.1663,0.0383,0.0,0.0289,0.0422,0.0118,0.0379,0.0259,0.0037,0.0,0.019,0.0008,0.0141,0.0126,0.0303,0.0041,0.0187,0.0217,0.0161,0.0128,0.0091,0.006,0.0203,0.0018,0.1113,0.1068,0.0038,0.0537,0.0242,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2430,0.0,0.139,0.0,0.5885,0.0118,0.0285,0.0,0.1485,0.0,0.1164,0.0,0.0,0.0,0.2316,0.0804,0.0378,0.0737,0.0399,0.0543,0.0809,0.0,0.0,0.4231,0.0457,0.1509,0.0349,0.0,0.0191,0.0393,0.0123,0.0211,0.0241,0.0022,0.0,0.0188,0.0009,0.0078,0.0114,0.0273,0.0032,0.0162,0.0254,0.0137,0.0085,0.0094,0.006,0.0266,0.0013,0.1085,0.1092,0.0031,0.042,0.0228,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2431,0.0,0.1262,0.0,0.5186,0.0056,0.0286,0.0,0.1373,0.0,0.091,0.0,0.0,0.0,0.2054,0.0592,0.0417,0.0848,0.0369,0.0505,0.1106,0.0,0.0,0.4155,0.0308,0.1327,0.0368,0.0,0.013,0.033,0.012,0.0165,0.0215,0.0023,0.0,0.0194,0.0014,0.0031,0.0104,0.0269,0.0023,0.0161,0.0422,0.0116,0.0033,0.0097,0.0054,0.045,0.0015,0.0914,0.1117,0.0025,0.0313,0.0239,0.0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2432,0.0,0.1102,0.0,0.4764,0.0032,0.0354,0.0,0.1298,0.0,0.0829,0.0,0.0,0.0,0.2116,0.0387,0.0181,0.0992,0.0372,0.0451,0.1277,0.0,0.0,0.415,0.0261,0.1187,0.0488,0.0,0.0078,0.0291,0.0123,0.0145,0.0199,0.0024,0.0,0.0174,0.0019,0.0014,0.011,0.0235,0.0017,0.0161,0.0354,0.009,0.0026,0.0099,0.005,0.0457,0.0027,0.0757,0.1139,0.0024,0.0311,0.0245,0.0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2433,0.0,0.0861,0.0,0.436,0.0043,0.0356,0.0,0.1225,0.0,0.0737,0.0,0.0,0.0,0.2062,0.0243,0.0041,0.0788,0.0297,0.0406,0.1424,0.0,0.0,0.4024,0.0252,0.1217,0.0439,0.0,0.0071,0.0245,0.0143,0.0169,0.0194,0.0015,0.0,0.0153,0.0024,0.0007,0.0122,0.0222,0.002,0.0135,0.0261,0.0082,0.0022,0.0103,0.0042,0.0478,0.0053,0.0585,0.113,0.0026,0.0354,0.0274,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2434,0.0,0.0686,0.0,0.4289,0.0051,0.0441,0.0,0.0977,0.0,0.0834,0.0,0.0,0.0,0.2191,0.0445,0.0064,0.086,0.0253,0.0328,0.148,0.0,0.0,0.3903,0.0248,0.1185,0.0268,0.0,0.0098,0.0206,0.0169,0.0239,0.021,0.0017,0.0,0.0134,0.003,0.0009,0.0124,0.021,0.0023,0.0119,0.0371,0.014,0.0021,0.0111,0.003,0.0651,0.0073,0.0581,0.1065,0.004,0.032,0.023,0.0034,0.0,0.0067,0.0,0.0,0.001,0.0029,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0059,0.0004,0.0,0.0,0.0098,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.4
2435,0.0,0.0943,0.0,0.4557,0.0235,0.0908,0.0,0.1109,0.0,0.0698,0.0,0.0,0.0,0.2409,0.1628,0.0485,0.0989,0.0253,0.0113,0.1635,0.0,0.0,0.3151,0.0318,0.1196,0.0145,0.0,0.0039,0.041,0.0103,0.0335,0.0451,0.0102,0.0,0.0201,0.0043,0.0036,0.03,0.0198,0.0023,0.0179,0.1217,0.0424,0.0035,0.0143,0.0026,0.1291,0.0038,0.0379,0.084,0.0088,0.0615,0.0338,0.0108,0.0,0.0942,0.0,0.0112,0.0662,0.0842,0.0171,0.0672,0.013,0.0405,0.0298,0.0012,0.0025,0.0162,0.0926,0.1047,0.06,0.0036,0.0493,0.1054,0.0,0.0,0.0006,0.0044,0.1079,0.0101,0.0268,0.4
2436,0.0,0.1225,0.0,0.4561,0.0275,0.1032,0.0,0.1341,0.0,0.0739,0.0,0.0,0.0,0.2616,0.1711,0.0736,0.0879,0.0354,0.0059,0.1855,0.0,0.0,0.2952,0.0451,0.12,0.0086,0.0,0.0068,0.0833,0.0109,0.0475,0.0637,0.0214,0.0,0.0456,0.004,0.0031,0.0489,0.0252,0.003,0.0317,0.1867,0.0687,0.0045,0.0174,0.0027,0.2628,0.0051,0.0627,0.095,0.0123,0.0967,0.033,0.0051,0.0042,0.2278,0.0178,0.0949,0.2102,0.2045,0.1132,0.2207,0.1305,0.1623,0.1447,0.0736,0.0712,0.1291,0.2073,0.2598,0.2025,0.1023,0.1989,0.2492,0.0161,0.0443,0.0527,0.1016,0.2592,0.1098,0.1722,0.4
2437,0.0,0.14,0.0,0.4283,0.0301,0.1233,0.0,0.1394,0.0,0.0923,0.0,0.0,0.0,0.2707,0.1055,0.0775,0.0578,0.0365,0.0038,0.1879,0.0,0.0,0.2526,0.0497,0.1118,0.0057,0.0,0.0021,0.1301,0.0084,0.0714,0.0696,0.0503,0.0,0.0455,0.0122,0.0034,0.0625,0.0241,0.0066,0.0445,0.2155,0.1098,0.0086,0.0097,0.0023,0.2874,0.0097,0.1196,0.1051,0.0044,0.0987,0.025,0.0074,0.1031,0.3933,0.0958,0.2226,0.3613,0.33,0.2358,0.3727,0.2822,0.3002,0.2842,0.2291,0.2051,0.2857,0.3631,0.4173,0.3558,0.2631,0.3406,0.3858,0.1128,0.1685,0.1541,0.2459,0.407,0.2662,0.3415,0.4
2438,0.0,0.186,0.0,0.4004,0.0388,0.141,0.0,0.1547,0.0,0.0921,0.0,0.0,0.0,0.277,0.0867,0.0572,0.0565,0.0236,0.0034,0.1662,0.0,0.0,0.2323,0.0687,0.128,0.0044,0.0,0.002,0.1663,0.0129,0.1268,0.066,0.0722,0.0,0.0415,0.0314,0.0029,0.0671,0.0419,0.0092,0.0491,0.2209,0.1352,0.0167,0.0084,0.0028,0.2883,0.0167,0.1938,0.0899,0.0152,0.1192,0.0222,0.0103,0.2951,0.5215,0.1887,0.3634,0.4777,0.41,0.3147,0.4813,0.4236,0.4015,0.4018,0.3726,0.3397,0.4056,0.4872,0.5247,0.4648,0.4044,0.4502,0.4488,0.2538,0.3032,0.2503,0.3818,0.5213,0.4043,0.4891,0.4
2439,0.0,0.2123,0.0,0.3666,0.0451,0.1658,0.0,0.1792,0.0,0.073,0.0,0.0,0.0,0.2397,0.0684,0.0689,0.0788,0.0085,0.0054,0.1562,0.0,0.0,0.2178,0.1059,0.1285,0.0048,0.0,0.0131,0.1871,0.0174,0.1633,0.0666,0.1131,0.0,0.0353,0.0335,0.0041,0.058,0.0501,0.0093,0.0422,0.1884,0.146,0.025,0.0068,0.0037,0.2564,0.0217,0.2087,0.0594,0.0357,0.1346,0.0159,0.0119,0.4415,0.538,0.2752,0.5223,0.5489,0.4661,0.335,0.5404,0.5232,0.5052,0.4829,0.4788,0.4427,0.4903,0.5321,0.5786,0.5328,0.5117,0.4967,0.4849,0.3707,0.3821,0.3387,0.4688,0.5837,0.5151,0.5748,0.4
2440,0.0,0.1928,0.0,0.3265,0.0597,0.1582,0.0,0.2167,0.0,0.0765,0.0,0.0,0.0,0.2228,0.0389,0.0421,0.1197,0.0,0.0102,0.1522,0.0,0.0,0.2143,0.1494,0.1357,0.0109,0.0,0.0423,0.1958,0.0172,0.1593,0.064,0.1424,0.0,0.0314,0.0331,0.0045,0.0403,0.0376,0.0106,0.0298,0.1942,0.1383,0.026,0.0072,0.0053,0.2495,0.0141,0.1798,0.0444,0.0543,0.1525,0.0135,0.0088,0.5194,0.5885,0.3806,0.4729,0.5611,0.4792,0.3574,0.5329,0.5652,0.5367,0.5328,0.5556,0.5127,0.5394,0.5283,0.6019,0.5661,0.5541,0.5399,0.4985,0.5004,0.4033,0.3585,0.4916,0.6019,0.5596,0.5949,0.4
